student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,122.5,13.93714286,13.93714286,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,1,8,2,4,2,3,9500,1,8,1,1,3,3,0
1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,148,14.7,14.58333333,0,1,1,1,1,0,1,0,0,15.5,2.8,-4.06,0,0,2,1,1,2,1,2,4,9070,1,1,2,1,2,1,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130,126.2,11.66666667,12.2,1,0,1,1,1,0,1,0,0,12.7,3.7,-1.7,0,0,1,1,2,5,1,3,1,9773,6,6,1,1,1,1,0
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,129.8,14.85,14.85,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,2,3,4,9500,7,7,2,2,3,3,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133.1,104,12,0,0,0,1,1,0,0,1,0,0,10.8,1.4,1.74,1,3,2,0,1,0,3,2,0,9085,5,5,3,3,3,3,1
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,126.7,13.6875,15.62222222,1,1,1,1,1,0,1,0,0,13.9,-0.3,0.79,0,0,1,1,2,2,4,2,1,9500,7,8,1,1,2,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,120,12.4,11.6,0,0,1,0,0,0,1,0,0,9.4,-0.8,-3.12,0,0,2,5,1,5,3,3,4,8014,6,6,4,1,3,3,0
1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,124.6,13.398,13.5425,1,1,1,1,0,0,1,0,0,15.5,2.8,-4.06,0,0,2,1,8,2,1,3,2,9500,7,8,1,1,1,2,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,130,11.8,12,0,0,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,5,1,1,2,3,2,9085,6,6,2,1,1,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,127.3,0,0,0,0,1,0,0,0,1,0,0,11.1,0.6,2.02,0,0,0,0,0,0,4,1,3,9991,5,5,2,1,3,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,122,11.76923077,11.92857143,0,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,2,1,1,2,2,3,4,9147,1,1,3,1,3,3,0
0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,125.1,0,0,0,0,1,1,0,1,0,0,0,16.2,0.3,-0.92,0,0,1,0,2,0,2,3,4,9238,6,5,3,2,1,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133.1,110,13.28571429,13,1,1,1,1,1,0,1,0,1,11.1,0.6,2.02,0,0,1,1,1,2,1,2,3,9085,6,6,2,1,3,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134,129.8,11.66666667,11.16666667,1,1,1,1,0,0,1,0,1,15.5,2.8,-4.06,0,0,1,1,8,2,1,3,4,9238,6,6,2,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,114.9,11.5,12.2,1,0,1,1,0,0,1,0,1,11.1,0.6,2.02,0,0,2,1,2,5,4,2,3,9238,6,6,1,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,125.6,13.08166667,13.15,0,0,1,1,1,0,1,0,1,11.1,0.6,2.02,0,0,2,1,1,2,1,1,2,9500,7,8,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,125.1,12.66666667,13,1,1,1,1,1,0,1,0,1,15.5,2.8,-4.06,0,0,1,1,2,2,4,3,3,9070,6,6,1,1,3,3,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116,115.7,11.33333333,0,0,0,1,1,1,1,0,0,0,12.4,0.5,1.79,0,0,1,0,2,0,4,3,2,9773,6,6,1,1,3,1,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,112.6,13.6,11.6,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,5,8,5,1,2,1,9853,6,6,2,1,2,2,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,127.2,13.16666667,13.2,1,0,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,1,1,2,5,1,3,1,9773,6,6,1,1,1,1,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140,140,0,0,0,0,1,1,0,0,1,0,0,12.7,3.7,-1.7,0,0,0,0,0,0,2,3,2,9130,6,6,1,2,1,3,1
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,140,11.66666667,12.6,0,0,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,5,2,5,2,3,2,9003,6,6,2,2,1,1,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127,120.4,13.5,13.42857143,1,1,1,1,1,0,1,0,1,11.1,0.6,2.02,0,0,1,1,2,2,1,3,3,9238,6,6,1,1,1,3,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133.1,100,0,0,0,0,1,1,1,1,0,0,1,13.9,-0.3,0.79,0,0,1,0,2,0,3,3,4,9085,6,6,3,3,3,3,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117,113.5,13.16666667,14.14285714,1,1,1,1,1,0,1,0,1,11.1,0.6,2.02,0,0,1,1,2,2,1,3,3,9238,6,6,1,1,1,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,132.1,12.5,12.5,0,0,1,1,1,1,1,0,0,12.7,3.7,-1.7,1,0,2,0,1,1,1,3,4,9085,5,5,3,1,3,3,1
0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,160,13.375,13,1,1,1,1,1,0,0,0,0,16.2,0.3,-0.92,0,0,2,1,1,2,2,2,2,9003,6,6,2,2,2,1,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,126.3,13.16666667,12.66666667,1,1,1,1,1,0,1,0,0,15.5,2.8,-4.06,0,0,1,1,2,2,1,2,2,9070,6,6,1,1,3,2,0
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160,160,13.4,13.5,0,0,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,0,1,1,2,3,1,9085,6,6,2,2,1,1,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126,100,13,11.66666667,0,0,1,1,0,0,1,0,0,10.8,1.4,1.74,0,3,2,0,1,1,2,2,1,9556,7,8,3,1,2,2,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,125.8,13.15428571,13.15428571,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,1,8,2,4,1,1,9500,1,8,1,1,2,2,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,142.2,12.83333333,12.83333333,1,1,1,1,1,0,1,0,1,9.4,-0.8,-3.12,0,0,1,1,2,2,1,3,3,9070,6,6,1,1,1,3,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,119.4,12.14285714,13.14285714,1,1,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,2,1,2,2,4,2,2,9853,7,7,1,1,1,3,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106,106.4,13.34,12.38571429,0,0,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,2,5,2,2,1,3,1,9500,7,7,1,1,1,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,120,13,13.75,0,0,1,0,0,0,1,0,0,8.9,1.4,3.51,0,0,2,0,1,1,2,3,2,8014,1,1,4,2,3,3,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150,150,12,11.66666667,0,0,1,1,0,0,1,1,1,15.5,2.8,-4.06,0,0,2,0,1,1,2,3,4,9003,6,6,2,2,1,3,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,148.6,0,0,1,1,1,1,1,0,1,1,0,11.1,0.6,2.02,0,0,0,0,0,0,4,2,2,171,0,0,2,1,1,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116,108.7,11,0,0,0,1,1,1,0,1,1,0,11.1,0.6,2.02,0,0,2,5,1,0,1,3,2,9238,6,6,1,1,3,3,1
0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,130,11.5,11.33333333,0,1,1,1,0,0,1,1,0,12.4,0.5,1.79,0,0,1,5,1,2,2,3,2,9003,6,6,1,2,2,1,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,124.6,13.33333333,12.5,0,0,1,1,1,1,0,1,0,8.9,1.4,3.51,0,0,2,0,2,1,4,3,1,9238,1,6,2,1,1,2,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,131,14.59444444,13.472,1,1,1,1,1,0,1,1,0,15.5,2.8,-4.06,0,0,2,1,1,2,1,3,3,9500,7,8,1,1,3,3,0
0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,130,11,10.66666667,0,0,1,1,1,1,1,1,0,12.4,0.5,1.79,0,0,2,0,1,1,2,2,2,9130,6,6,2,2,2,1,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,116.1,0,0,0,0,1,1,1,1,0,1,0,9.4,-0.8,-3.12,0,0,1,0,0,0,4,0,2,9119,5,5,2,1,3,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128,125.6,0,0,0,0,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,1,0,0,0,4,2,3,9773,6,6,1,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,121.3,12,12,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,3,2,0,1,1,4,2,4,9119,5,5,1,1,3,3,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113,107.4,14,13.2,1,1,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,1,5,2,5,1,2,3,9119,5,5,1,1,2,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126,116.9,13.57142857,11.8,1,0,1,1,0,0,1,1,0,8.9,1.4,3.51,0,0,1,1,2,5,1,3,1,9254,6,6,1,1,1,3,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,123.5,0,0,0,0,1,1,1,0,1,1,0,16.2,0.3,-0.92,0,0,2,0,2,0,2,1,3,9670,6,6,2,1,2,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,130.5,14.25,13.85714286,1,1,1,1,0,0,1,1,0,11.1,0.6,2.02,0,0,1,1,2,2,1,3,4,9670,6,6,1,1,3,3,0
0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133.1,140,0,0,0,0,0,1,1,1,0,0,0,13.9,-0.3,0.79,0,0,1,0,2,0,3,2,2,9085,6,6,4,3,1,2,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133.1,117.1,0,0,0,0,1,1,1,0,1,0,1,7.6,2.6,0.32,0,0,2,0,1,0,4,0,2,9853,6,6,2,1,3,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,127.5,13.54285714,13.54285714,0,0,1,1,1,0,1,0,1,12.7,3.7,-1.7,0,0,1,1,8,2,4,1,2,9500,1,8,1,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,126,13.11111111,11.71428571,1,1,0,0,0,0,1,0,1,12.7,3.7,-1.7,0,0,2,1,1,2,2,3,4,8014,1,7,4,1,3,3,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,113,12.66666667,12.14285714,1,1,1,0,1,0,1,0,0,7.6,2.6,0.32,0,0,2,1,2,2,2,0,0,8014,1,7,4,3,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,130.1,10.75,10,0,0,1,1,1,0,1,0,0,9.4,-0.8,-3.12,1,0,2,0,1,1,1,2,2,9147,5,5,1,1,1,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,110,10.75,10,0,0,0,0,1,0,1,0,0,7.6,2.6,0.32,0,0,2,0,1,1,2,3,4,9991,1,1,4,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147,135.8,13.66666667,13.33333333,1,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,2,2,1,2,3,9070,6,6,2,1,3,3,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149,126.3,13.83333333,12.83333333,1,1,1,0,0,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,3,0,0,8014,6,6,4,3,3,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,130,13.17647059,13,0,0,0,1,0,0,1,0,0,7.6,2.6,0.32,0,0,2,1,1,2,2,0,0,9070,1,1,4,2,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,104,12.75,12.6,0,0,0,0,0,0,1,0,0,7.6,2.6,0.32,0,0,1,0,1,5,3,0,0,8014,6,6,4,1,3,3,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,123.6,12.86,12.86,0,0,1,1,1,0,1,0,1,7.6,2.6,0.32,0,0,1,5,8,5,2,3,3,9500,7,7,1,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,121,12,12,0,0,1,0,0,1,0,0,0,8.9,1.4,3.51,1,2,2,0,2,1,3,3,2,8014,1,7,4,1,3,3,1
